House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,Parking,House_Age,Location,Furnishing,Main_Road,Air_Conditioning,Basement,Garden,Price
1106,1305,6,6,2,3,13,Lake View,Furnished,Yes,Yes,Yes,Yes,12750692
1107,2937,6,6,1,2,19,Riverside,Furnished,No,Yes,No,Yes,20189455
1108,3063,6,6,3,1,27,Uptown,Semi-Furnished,No,Yes,Yes,No,20949017
1109,4373,2,3,1,2,2,Downtown,Furnished,No,No,Yes,No,26477233
1110,3863,2,3,3,0,25,East Side,Semi-Furnished,Yes,Yes,No,Yes,22294817
1111,3666,1,3,3,3,27,West End,Semi-Furnished,No,Yes,No,No,21797955
1112,2800,1,3,3,0,14,Hill View,Unfurnished,Yes,No,No,Yes,16789024
1113,2236,6,6,3,3,13,Suburban,Furnished,Yes,No,Yes,Yes,16417465
1114,2291,6,6,1,1,25,Hill View,Furnished,No,Yes,No,Yes,16433701
1115,4283,6,6,1,2,10,Green Park,Unfurnished,No,No,No,No,26367433
1116,1727,5,5,1,1,16,Green Park,Furnished,Yes,No,No,No,12873959
1117,4469,6,6,3,2,15,Hill View,Unfurnished,No,Yes,Yes,Yes,28005756
1118,1797,4,5,3,1,0,Riverside,Unfurnished,No,Yes,Yes,No,13106251
1119,3553,5,6,3,3,15,East Side,Furnished,No,Yes,No,No,22861939
1120,4144,4,6,1,3,5,Hill View,Semi-Furnished,Yes,Yes,No,Yes,25753133
1121,1445,2,2,2,0,20,Riverside,Semi-Furnished,No,No,Yes,Yes,10261391
1122,1429,3,5,1,3,20,Suburban,Semi-Furnished,Yes,No,Yes,Yes,10709128
1123,2921,5,5,1,2,25,Uptown,Unfurnished,Yes,Yes,No,Yes,18731387
1124,3095,3,5,2,0,23,Riverside,Unfurnished,Yes,Yes,No,Yes,18887822
1125,1532,2,4,3,3,14,Suburban,Unfurnished,Yes,No,Yes,Yes,10895932
1126,1076,4,4,2,1,3,West End,Unfurnished,Yes,No,No,Yes,8951170
1127,2360,1,3,2,1,18,East Side,Semi-Furnished,Yes,No,No,No,14434533
1128,3185,2,3,3,3,16,Green Park,Unfurnished,No,No,Yes,No,19212660
1129,3376,5,6,2,3,3,Uptown,Semi-Furnished,Yes,No,No,No,21912255
1130,1332,1,2,3,2,3,Hill View,Semi-Furnished,Yes,Yes,Yes,Yes,9925973
1131,1858,5,6,2,3,3,Green Park,Unfurnished,Yes,Yes,No,Yes,13948825
1132,3739,4,4,1,1,10,West End,Semi-Furnished,No,No,Yes,No,22667708
1133,4427,3,4,1,2,10,City Center,Unfurnished,No,No,No,No,26501048
1134,2211,4,4,2,0,30,Lake View,Semi-Furnished,Yes,No,No,Yes,15405752
1135,1428,2,4,3,2,9,City Center,Furnished,No,No,No,No,11508776
1136,2893,6,6,1,3,27,Green Park,Furnished,Yes,Yes,Yes,No,20215562
1137,2564,6,6,2,0,24,Lake View,Unfurnished,No,Yes,No,No,17232998
1138,1015,1,3,2,2,17,City Center,Semi-Furnished,No,Yes,No,Yes,8968249
1139,903,3,5,2,1,27,Uptown,Unfurnished,No,Yes,Yes,No,7876738
1140,1942,5,6,3,2,17,West End,Semi-Furnished,Yes,Yes,Yes,No,14371176
1141,4307,4,6,1,1,10,Hill View,Furnished,No,No,No,Yes,26666987
1142,3483,3,4,3,0,4,Suburban,Unfurnished,No,No,No,No,20319964
1143,4006,5,5,3,2,0,East Side,Semi-Furnished,Yes,No,No,No,24973937
1144,1967,6,6,3,0,18,Suburban,Unfurnished,Yes,Yes,Yes,No,14414064
1145,3263,2,2,3,3,26,Green Park,Semi-Furnished,No,Yes,No,Yes,19680098
1146,3253,5,6,2,3,28,Downtown,Semi-Furnished,No,Yes,No,Yes,21360552
1147,1522,3,4,1,2,27,Riverside,Unfurnished,No,No,Yes,No,10728031
1148,4152,5,5,1,1,6,Green Park,Furnished,Yes,Yes,Yes,Yes,26488710
1149,2027,1,2,2,1,21,Riverside,Furnished,No,Yes,No,No,12796696
1150,4435,2,3,1,1,28,Hill View,Furnished,No,Yes,No,Yes,25906895
1151,801,4,5,2,1,6,Lake View,Unfurnished,Yes,Yes,Yes,Yes,8337995
1152,3699,2,2,2,2,23,City Center,Semi-Furnished,Yes,Yes,Yes,No,22731997
1153,1645,5,5,2,0,0,Lake View,Semi-Furnished,No,Yes,No,No,13019039
1154,4026,1,2,3,2,7,Suburban,Unfurnished,No,No,Yes,No,23304271
1155,3251,3,3,1,1,5,East Side,Furnished,Yes,Yes,Yes,No,20694516
1156,759,1,3,1,2,11,East Side,Semi-Furnished,Yes,No,Yes,Yes,6562591
1157,1220,6,6,1,2,28,Suburban,Furnished,Yes,No,Yes,No,10423262
1158,3161,3,4,3,2,0,Downtown,Semi-Furnished,Yes,No,Yes,Yes,21004656
1159,790,5,6,3,1,5,Suburban,Furnished,No,Yes,Yes,No,8297547
1160,1060,4,5,2,3,4,East Side,Unfurnished,Yes,No,No,No,8669338
1161,1125,3,5,3,2,30,East Side,Unfurnished,Yes,No,No,Yes,8331945
1162,1498,5,5,1,1,21,Suburban,Unfurnished,Yes,No,No,Yes,10683512
1163,1526,3,3,3,2,10,Hill View,Unfurnished,No,Yes,No,No,10928175
1164,3308,2,4,3,0,23,Lake View,Unfurnished,Yes,Yes,Yes,Yes,20397498
1165,3199,1,1,1,3,10,Downtown,Unfurnished,No,No,No,Yes,19484053
1166,4161,5,6,2,1,14,East Side,Semi-Furnished,No,Yes,No,No,25398837
1167,4255,2,3,2,3,24,West End,Semi-Furnished,Yes,No,No,Yes,24677172
1168,2347,6,6,3,1,3,Riverside,Semi-Furnished,Yes,Yes,No,Yes,16944910
1169,1857,4,5,3,0,30,West End,Furnished,No,Yes,Yes,Yes,13073931
1170,1413,6,6,2,1,18,West End,Unfurnished,Yes,No,Yes,Yes,11256262
1171,1250,1,3,1,1,26,Uptown,Unfurnished,No,Yes,No,Yes,8852345
1172,1814,4,6,2,3,14,City Center,Furnished,No,Yes,Yes,No,14843549
1173,2876,6,6,1,0,1,Lake View,Furnished,Yes,No,Yes,Yes,20277443
1174,3820,2,4,2,3,18,Riverside,Furnished,No,Yes,Yes,No,23047262
1175,4256,4,4,3,1,6,Hill View,Furnished,No,No,Yes,Yes,26369109
1176,1874,5,5,3,3,7,Hill View,Semi-Furnished,Yes,No,Yes,Yes,14619688
1177,4329,6,6,2,0,12,Green Park,Furnished,No,No,Yes,No,27490102
1178,1792,2,4,1,0,23,East Side,Unfurnished,No,Yes,No,No,11386557
1179,832,6,6,2,2,28,Green Park,Unfurnished,No,No,No,No,7709529
1180,652,1,3,2,1,18,Hill View,Furnished,No,No,Yes,No,6254305
1181,3084,5,6,3,3,1,East Side,Furnished,Yes,Yes,Yes,Yes,21087022
1182,2976,6,6,3,3,26,Lake View,Unfurnished,Yes,No,No,No,20118395
1183,4136,5,5,2,3,21,Downtown,Furnished,Yes,Yes,No,Yes,26595674
1184,4371,4,4,3,3,27,Green Park,Semi-Furnished,No,No,Yes,No,26340872
1185,3810,1,2,2,2,24,Uptown,Furnished,No,No,No,Yes,22684116
1186,4108,1,2,2,1,10,Green Park,Furnished,Yes,No,No,No,24292138
1187,1362,4,4,2,3,11,City Center,Semi-Furnished,No,Yes,Yes,No,11161101
1188,1056,2,4,2,2,24,West End,Unfurnished,Yes,No,Yes,Yes,7727098
1189,970,6,6,3,3,27,Green Park,Furnished,No,No,No,Yes,9721953
1190,1024,6,6,3,0,10,Riverside,Semi-Furnished,Yes,Yes,Yes,No,9542439
1191,2625,2,4,1,1,28,Riverside,Semi-Furnished,Yes,Yes,Yes,No,16261517
1192,685,5,6,2,3,17,West End,Unfurnished,Yes,No,Yes,No,7533724
1193,2957,4,6,2,2,25,Green Park,Semi-Furnished,No,No,Yes,No,19273018
1194,2062,1,3,1,2,27,Riverside,Unfurnished,Yes,Yes,No,No,12386298
1195,3906,5,5,3,2,22,West End,Furnished,No,No,Yes,No,24534065
1196,2393,4,6,2,0,30,Uptown,Furnished,No,Yes,No,No,16814218
1197,1205,1,3,2,0,30,Green Park,Unfurnished,No,Yes,No,No,8544425
1198,3730,2,3,1,3,9,West End,Unfurnished,No,No,Yes,No,21495239
1199,3738,5,6,3,2,27,Downtown,Unfurnished,Yes,No,Yes,Yes,24295268
1200,860,5,6,3,1,23,Riverside,Furnished,Yes,Yes,Yes,No,9332062
1201,1089,3,3,1,3,18,Lake View,Semi-Furnished,No,No,Yes,No,8890678
1202,992,3,4,1,3,28,Green Park,Semi-Furnished,Yes,Yes,No,No,8174751
1203,1528,3,5,3,0,10,Hill View,Furnished,No,Yes,Yes,Yes,12371473
1204,2128,1,1,1,0,0,City Center,Semi-Furnished,No,Yes,No,Yes,13796367
1205,1372,6,6,2,1,17,Riverside,Semi-Furnished,Yes,Yes,No,Yes,11600504
1206,3493,2,4,1,3,0,East Side,Furnished,Yes,No,No,Yes,21439609
1207,3397,2,4,3,1,28,Suburban,Semi-Furnished,Yes,Yes,No,No,20570874
1208,2844,4,5,1,0,10,Riverside,Semi-Furnished,Yes,Yes,No,Yes,18452723
1209,770,3,3,2,0,27,West End,Furnished,No,No,Yes,No,6663876
1210,1154,4,4,2,3,12,Lake View,Semi-Furnished,Yes,No,Yes,No,9904185
1211,1916,5,6,3,3,9,Hill View,Semi-Furnished,Yes,Yes,Yes,Yes,14763238
1212,4254,5,6,3,1,20,City Center,Unfurnished,Yes,Yes,Yes,No,26774398
1213,1371,3,5,1,3,23,West End,Unfurnished,Yes,No,Yes,Yes,9788642
1214,2472,2,2,3,2,2,Riverside,Semi-Furnished,Yes,Yes,Yes,No,15864437
1215,4287,6,6,2,0,28,Riverside,Unfurnished,No,Yes,No,Yes,25998243
1216,4358,4,4,1,1,19,Riverside,Unfurnished,No,No,No,Yes,25684672
1217,3617,3,4,3,0,13,Lake View,Semi-Furnished,No,Yes,No,No,22783681
1218,642,6,6,2,0,22,Hill View,Furnished,Yes,Yes,Yes,Yes,7909043
1219,4295,4,4,1,2,5,Green Park,Unfurnished,No,No,No,No,25661801
1220,1671,1,1,2,1,30,Suburban,Unfurnished,No,Yes,Yes,Yes,10380937
1221,2561,1,1,1,0,26,Lake View,Furnished,Yes,Yes,Yes,No,16374410
1222,2119,4,6,1,3,19,Downtown,Unfurnished,Yes,Yes,No,Yes,15643231
1223,658,2,3,2,1,11,Hill View,Furnished,Yes,No,No,Yes,6449580
1224,2670,1,1,1,1,10,Hill View,Furnished,No,Yes,Yes,No,16657902
1225,1259,2,4,2,0,3,Suburban,Semi-Furnished,Yes,Yes,No,No,9043096
1226,1187,1,3,1,0,12,Downtown,Unfurnished,Yes,No,Yes,Yes,9495599
1227,3173,1,3,3,0,0,Hill View,Unfurnished,No,No,No,No,19134007
1228,1573,6,6,3,2,11,Hill View,Semi-Furnished,Yes,No,No,Yes,12503022
1229,1774,6,6,1,3,8,Uptown,Semi-Furnished,Yes,No,No,Yes,13645422
1230,2483,4,6,3,1,12,Uptown,Unfurnished,No,Yes,No,No,16913617
1231,2486,6,6,2,3,14,City Center,Semi-Furnished,No,No,Yes,Yes,17953157
1232,1488,6,6,3,1,30,East Side,Semi-Furnished,No,No,No,No,11201485
1233,2209,2,3,1,3,9,East Side,Semi-Furnished,Yes,Yes,Yes,No,14613292
1234,4245,2,4,2,3,5,Hill View,Furnished,Yes,No,Yes,No,26076208
1235,3387,5,5,3,3,18,Riverside,Furnished,No,No,No,Yes,22192737
1236,1134,4,5,3,0,21,Suburban,Furnished,Yes,Yes,Yes,Yes,9806411
1237,4092,1,2,2,1,23,Uptown,Furnished,No,Yes,No,No,24266190
1238,4304,4,5,2,1,9,Green Park,Furnished,Yes,Yes,Yes,No,26502993
1239,2780,5,6,1,3,22,Green Park,Unfurnished,Yes,Yes,Yes,No,18211784
1240,3695,1,1,2,3,12,Hill View,Furnished,Yes,No,No,Yes,21957063
1241,4261,1,2,3,2,28,City Center,Furnished,No,Yes,Yes,Yes,25937544
1242,1829,6,6,1,0,29,Riverside,Unfurnished,No,No,Yes,No,13100894
1243,3874,4,4,3,3,5,City Center,Semi-Furnished,Yes,No,Yes,No,24618842
1244,4310,2,2,3,1,22,Green Park,Semi-Furnished,No,No,No,Yes,24862089
1245,3671,6,6,3,0,10,West End,Furnished,Yes,Yes,Yes,No,23878362
1246,1417,4,5,2,0,22,Green Park,Unfurnished,No,No,No,No,10339374
1247,3497,3,3,2,2,17,Riverside,Semi-Furnished,No,No,Yes,No,21372841
1248,947,6,6,3,0,0,Uptown,Furnished,Yes,Yes,Yes,No,10062514
1249,1230,5,5,1,0,0,Downtown,Unfurnished,No,Yes,Yes,No,11157654
1250,4177,3,5,1,0,1,Uptown,Furnished,Yes,Yes,Yes,Yes,25756427
1251,2373,6,6,1,0,22,Suburban,Semi-Furnished,No,Yes,No,Yes,16486240
1252,2628,5,6,1,3,9,East Side,Furnished,No,Yes,Yes,Yes,18037993
1253,1409,3,3,3,1,22,Suburban,Unfurnished,Yes,Yes,Yes,No,10393823
1254,1532,2,3,3,2,19,Lake View,Unfurnished,No,Yes,No,No,11015906
1255,3612,2,4,1,2,9,Uptown,Furnished,Yes,Yes,No,No,22858916
1256,847,5,6,1,3,0,Suburban,Semi-Furnished,No,Yes,No,No,8547084
1257,2066,6,6,2,3,9,Hill View,Semi-Furnished,Yes,Yes,Yes,Yes,16075624
1258,2045,4,5,2,2,29,Lake View,Semi-Furnished,No,No,Yes,Yes,15035701
1259,3674,4,5,1,1,25,City Center,Semi-Furnished,Yes,No,No,Yes,23070281
1260,3841,6,6,1,1,6,Suburban,Furnished,No,No,Yes,No,24188900
1261,1410,1,2,2,1,9,West End,Semi-Furnished,Yes,Yes,No,No,9713882
1262,2382,2,3,3,0,11,Suburban,Furnished,No,No,No,Yes,14984975
1263,2724,4,4,2,3,0,Green Park,Unfurnished,Yes,No,No,No,17936137
1264,1099,5,5,3,2,10,City Center,Unfurnished,Yes,No,No,Yes,9793370
1265,2431,3,4,1,1,30,City Center,Unfurnished,Yes,No,No,No,15763155
1266,1995,5,6,3,1,28,Uptown,Semi-Furnished,Yes,Yes,Yes,No,15070660
1267,2524,1,2,3,0,12,Uptown,Unfurnished,No,Yes,No,No,15760671
1268,4288,6,6,1,3,12,Riverside,Semi-Furnished,Yes,No,Yes,No,26490163
1269,1514,6,6,2,2,26,East Side,Semi-Furnished,Yes,No,No,No,11584229
1270,3077,5,5,3,1,30,East Side,Unfurnished,Yes,No,Yes,Yes,19489331
1271,3872,5,6,1,3,13,Downtown,Semi-Furnished,No,Yes,Yes,No,24776911
1272,718,6,6,2,0,11,Hill View,Furnished,No,No,Yes,No,8630904
1273,1886,1,2,2,2,6,East Side,Semi-Furnished,No,Yes,Yes,No,11926979
1274,1107,1,2,3,3,11,Uptown,Semi-Furnished,No,Yes,No,No,8763151
1275,1329,3,5,1,2,10,East Side,Unfurnished,Yes,Yes,Yes,No,9727780
1276,4396,1,1,1,0,16,Uptown,Unfurnished,Yes,Yes,No,No,24825784
1277,932,4,5,1,3,12,West End,Furnished,No,No,Yes,Yes,8567722
1278,2437,2,2,2,1,7,Downtown,Unfurnished,Yes,Yes,Yes,No,15710854
1279,772,2,2,1,1,16,City Center,Semi-Furnished,No,No,Yes,No,7092537
1280,696,6,6,3,3,17,Suburban,Furnished,Yes,Yes,Yes,Yes,8814246
1281,2613,1,2,3,0,18,City Center,Unfurnished,Yes,No,Yes,Yes,16525877
1282,630,6,6,3,2,8,West End,Semi-Furnished,No,Yes,Yes,No,7832733
1283,1401,3,4,2,0,20,Green Park,Semi-Furnished,Yes,No,No,Yes,10179010
1284,1061,1,2,1,1,6,East Side,Unfurnished,No,Yes,No,No,7415508
1285,822,6,6,1,2,6,West End,Furnished,No,Yes,Yes,Yes,9076553
1286,1445,4,6,2,2,14,Lake View,Unfurnished,Yes,No,No,No,11761425
1287,4111,2,2,3,0,28,Downtown,Furnished,Yes,Yes,No,Yes,24911386
1288,2422,4,6,3,1,3,Downtown,Semi-Furnished,Yes,Yes,No,No,17200196
1289,1746,4,6,1,2,24,Downtown,Furnished,No,Yes,No,No,13491807
1290,1092,6,6,3,0,28,Hill View,Furnished,Yes,Yes,Yes,Yes,10571758
1291,4162,5,6,3,2,8,Downtown,Unfurnished,No,Yes,Yes,Yes,26416722
1292,2228,6,6,1,0,15,Lake View,Semi-Furnished,No,Yes,Yes,Yes,16784105
1293,858,3,5,2,3,6,Green Park,Furnished,No,Yes,Yes,No,8345643
1294,3263,1,3,2,3,25,Riverside,Unfurnished,Yes,No,No,Yes,19294699
1295,2104,4,5,3,1,11,City Center,Unfurnished,Yes,No,No,No,14675213
1296,2976,4,5,2,2,24,Green Park,Furnished,No,No,No,No,18853844
1297,3066,3,3,2,2,20,Hill View,Semi-Furnished,Yes,Yes,No,Yes,19421079
1298,1999,5,6,3,1,27,East Side,Furnished,Yes,No,Yes,No,14136114
1299,2653,5,5,3,0,18,Downtown,Semi-Furnished,Yes,Yes,No,No,18154200
1300,1933,6,6,3,3,16,Lake View,Furnished,No,No,Yes,Yes,15775180
1301,3237,4,4,3,1,22,Downtown,Unfurnished,Yes,No,Yes,Yes,21165094
1302,4491,3,3,2,2,26,Riverside,Unfurnished,Yes,Yes,Yes,Yes,25907808
1303,1811,1,1,1,0,2,Green Park,Semi-Furnished,Yes,No,No,No,11142281
1304,3458,5,6,2,3,11,Riverside,Semi-Furnished,No,No,Yes,No,21736649
1305,2647,3,4,1,2,22,Hill View,Semi-Furnished,Yes,No,No,No,16267055
1306,2156,1,2,1,3,8,West End,Furnished,Yes,Yes,Yes,No,14095502
1307,3668,3,3,3,3,1,City Center,Semi-Furnished,No,Yes,No,Yes,22986393
1308,3400,2,4,3,0,29,West End,Semi-Furnished,Yes,Yes,No,No,20618994
1309,2914,4,6,3,0,8,East Side,Furnished,No,Yes,No,No,18919451
1310,763,3,5,2,3,3,Uptown,Furnished,Yes,No,No,Yes,7929569
1311,2186,6,6,1,3,1,Green Park,Furnished,Yes,No,No,Yes,16717702
1312,2421,6,6,1,1,4,Uptown,Unfurnished,Yes,No,No,No,17140071
1313,2361,1,3,3,2,20,West End,Furnished,No,No,Yes,No,14984684
1314,2882,6,6,1,0,2,Green Park,Unfurnished,No,No,No,Yes,18744607
1315,1095,1,1,1,1,21,Riverside,Semi-Furnished,No,No,No,Yes,7694141
1316,1359,5,6,1,0,7,Riverside,Furnished,No,Yes,No,Yes,11380721
1317,845,5,5,1,2,18,West End,Furnished,No,Yes,No,Yes,8523724
1318,3881,2,2,3,3,15,Hill View,Furnished,Yes,Yes,No,Yes,23354409
1319,3332,2,4,1,0,15,West End,Furnished,Yes,Yes,No,No,20082688
1320,3991,3,4,1,3,1,City Center,Semi-Furnished,Yes,Yes,No,No,25016879
1321,3083,2,4,1,3,19,West End,Semi-Furnished,Yes,Yes,No,No,18528301
1322,2372,5,5,2,0,17,Suburban,Unfurnished,Yes,Yes,No,No,15580770
1323,1750,4,6,2,2,26,West End,Unfurnished,No,No,No,No,12036848
1324,3702,6,6,3,1,15,City Center,Furnished,No,No,Yes,No,24750081
1325,1698,3,4,3,1,10,City Center,Furnished,Yes,No,No,Yes,13070871
1326,2720,6,6,2,2,19,Lake View,Unfurnished,Yes,Yes,No,Yes,19222480
1327,3409,3,5,3,2,6,Hill View,Unfurnished,Yes,Yes,No,Yes,21224527
1328,3049,6,6,1,3,11,Riverside,Semi-Furnished,No,No,No,No,19680248
1329,1643,5,5,2,0,30,Lake View,Unfurnished,No,Yes,Yes,Yes,12440788
1330,4400,4,5,3,2,16,East Side,Semi-Furnished,Yes,No,Yes,No,26720623
1331,2605,5,5,2,3,12,City Center,Furnished,Yes,Yes,Yes,No,19217048
1332,3882,1,1,1,2,3,West End,Unfurnished,No,Yes,Yes,No,22007245
1333,763,6,6,1,0,3,City Center,Unfurnished,No,No,No,Yes,8305284
1334,1502,5,6,3,2,29,West End,Semi-Furnished,Yes,Yes,Yes,No,12287783
1335,1500,2,3,1,0,30,Uptown,Furnished,No,No,Yes,Yes,10608152
1336,4062,4,4,1,3,19,Uptown,Furnished,Yes,No,Yes,Yes,25170769
1337,3349,3,4,3,3,14,Riverside,Furnished,Yes,Yes,No,No,21276823
1338,1215,6,6,3,3,0,West End,Semi-Furnished,Yes,No,No,No,10765725
1339,684,4,6,3,3,26,Hill View,Unfurnished,Yes,No,Yes,Yes,7558945
1340,4028,6,6,2,1,25,Lake View,Furnished,Yes,No,No,No,25593058
1341,1618,6,6,1,3,19,Hill View,Furnished,Yes,Yes,No,Yes,13249359
1342,2941,3,4,2,0,15,Lake View,Unfurnished,No,No,Yes,No,18380509
1343,2026,2,3,2,2,15,Uptown,Furnished,Yes,Yes,Yes,No,14237481
1344,796,2,2,3,1,2,East Side,Unfurnished,Yes,No,Yes,No,6618310
1345,1210,3,3,2,2,27,Uptown,Furnished,No,No,Yes,Yes,9689076
1346,4170,1,3,1,1,9,West End,Semi-Furnished,No,Yes,Yes,Yes,24106876
1347,3068,6,6,1,0,8,Uptown,Unfurnished,Yes,No,No,Yes,19919737
1348,2785,2,2,1,2,27,Uptown,Semi-Furnished,Yes,Yes,No,Yes,17131113
1349,798,4,4,1,1,27,East Side,Semi-Furnished,No,No,Yes,No,6707252
1350,3509,1,3,1,1,20,East Side,Furnished,Yes,No,Yes,Yes,20667953
1351,2487,5,6,3,3,17,West End,Unfurnished,No,No,No,No,16874542
1352,1629,5,6,1,3,4,Downtown,Furnished,Yes,No,No,Yes,14002554
1353,4303,4,5,2,2,11,Downtown,Semi-Furnished,No,Yes,Yes,Yes,27234294
1354,3774,6,6,2,1,20,Green Park,Semi-Furnished,Yes,Yes,Yes,Yes,24415152
1355,1635,4,5,2,3,11,Riverside,Semi-Furnished,Yes,No,Yes,Yes,12196607
1356,4274,6,6,2,2,1,City Center,Semi-Furnished,No,No,Yes,No,27358807
1357,3963,5,6,2,0,29,Hill View,Furnished,No,No,Yes,No,24666931
1358,1279,1,1,1,2,1,Downtown,Unfurnished,Yes,No,Yes,No,9465808
1359,1968,5,6,2,2,9,City Center,Furnished,Yes,No,No,No,15360538
1360,748,6,6,3,0,30,Uptown,Semi-Furnished,No,No,No,Yes,7888719
1361,3721,2,2,3,3,8,Lake View,Furnished,Yes,Yes,No,Yes,23134599
1362,1396,4,6,1,3,25,Uptown,Semi-Furnished,No,Yes,Yes,Yes,11330528
1363,4117,1,2,3,3,25,Suburban,Furnished,No,Yes,No,Yes,23682254
1364,3341,4,5,3,2,27,Hill View,Semi-Furnished,No,No,Yes,No,21129897
1365,3787,2,2,1,3,15,Green Park,Semi-Furnished,No,No,No,Yes,22542834
1366,1830,3,3,1,1,27,Riverside,Furnished,No,Yes,Yes,No,12592689
1367,3641,4,5,3,2,9,Suburban,Furnished,Yes,No,Yes,No,22550867
1368,2384,4,5,1,3,15,Downtown,Semi-Furnished,No,Yes,No,Yes,17026953
1369,4200,4,5,3,1,12,Lake View,Furnished,No,Yes,Yes,No,26370924
1370,3049,3,5,2,0,3,Suburban,Furnished,Yes,Yes,No,No,19137599
1371,4427,6,6,1,0,0,Hill View,Furnished,Yes,Yes,No,No,28082110
1372,3408,6,6,3,0,1,Uptown,Semi-Furnished,No,Yes,Yes,Yes,22565033
1373,3116,1,1,1,3,26,Hill View,Furnished,No,No,Yes,No,18180549
1374,866,4,6,2,1,20,West End,Furnished,No,Yes,No,Yes,8465702
1375,4090,3,5,1,3,25,Hill View,Semi-Furnished,No,No,No,No,24104546
1376,3853,3,5,2,1,7,Hill View,Furnished,Yes,Yes,Yes,Yes,24485830
1377,4184,1,1,1,3,4,Uptown,Unfurnished,Yes,No,No,No,24212208
1378,1579,6,6,2,3,3,West End,Unfurnished,No,Yes,No,Yes,12528701
1379,1241,4,4,2,0,1,Downtown,Semi-Furnished,No,Yes,No,No,11035508
1380,2228,6,6,2,1,26,City Center,Unfurnished,No,No,Yes,Yes,15829754
1381,1626,4,4,2,2,4,Downtown,Furnished,Yes,No,No,Yes,13528997
1382,1339,4,4,1,2,22,City Center,Unfurnished,No,No,Yes,Yes,10723050
1383,3760,5,5,1,1,10,West End,Semi-Furnished,No,Yes,No,Yes,23409052
1384,3545,5,6,2,3,1,Green Park,Semi-Furnished,Yes,No,Yes,No,23073513
1385,4405,4,6,3,1,29,City Center,Unfurnished,Yes,No,No,No,26997728
1386,4090,1,1,3,2,12,Green Park,Furnished,Yes,Yes,Yes,No,24202588
1387,2226,1,2,1,0,25,Green Park,Unfurnished,No,Yes,No,Yes,13575960
1388,2976,2,4,3,2,24,Suburban,Furnished,No,No,Yes,Yes,18148101
1389,3406,4,4,2,1,30,Hill View,Furnished,Yes,Yes,No,Yes,21710593
1390,1797,6,6,2,1,28,Lake View,Furnished,Yes,No,Yes,No,14154926
1391,2821,6,6,3,0,2,Uptown,Furnished,Yes,Yes,Yes,No,19890864
1392,1064,4,5,1,3,16,Suburban,Semi-Furnished,No,Yes,No,Yes,9005199
1393,1322,4,4,3,2,23,Downtown,Unfurnished,Yes,Yes,Yes,Yes,11159119
1394,1256,5,6,3,1,15,City Center,Furnished,No,No,No,Yes,11628511
1395,3777,4,4,1,1,19,Hill View,Unfurnished,Yes,Yes,No,No,22684487
1396,1919,6,6,1,0,1,Hill View,Furnished,Yes,No,Yes,No,14921028
1397,1987,4,6,1,2,27,Hill View,Furnished,Yes,Yes,Yes,Yes,14702827
1398,2624,5,6,3,2,3,East Side,Furnished,No,Yes,No,No,18068506
1399,759,1,1,2,1,22,Green Park,Semi-Furnished,Yes,No,No,No,5588811
1400,2774,3,3,2,2,23,Green Park,Semi-Furnished,Yes,Yes,No,No,17364551
1401,3515,1,1,3,0,11,Suburban,Furnished,No,No,No,Yes,20211489
1402,2960,2,4,1,1,1,Green Park,Semi-Furnished,Yes,No,No,Yes,18577257
1403,3681,1,2,2,0,21,City Center,Semi-Furnished,Yes,Yes,Yes,Yes,22510081
1404,616,1,2,1,3,25,City Center,Semi-Furnished,Yes,No,Yes,Yes,5869192
1405,1968,2,2,3,0,20,Downtown,Semi-Furnished,Yes,Yes,Yes,Yes,13901325
1406,621,6,6,2,1,15,West End,Furnished,Yes,No,Yes,No,7451021
1407,3979,5,6,2,1,12,East Side,Semi-Furnished,No,No,Yes,Yes,24956042
1408,2321,3,5,3,3,0,Suburban,Semi-Furnished,Yes,No,Yes,Yes,16151149
1409,2976,1,3,1,1,22,Downtown,Furnished,Yes,Yes,Yes,No,18748620
1410,1493,3,3,3,0,20,Riverside,Unfurnished,Yes,Yes,No,Yes,10511538
1411,1445,4,4,1,0,27,City Center,Semi-Furnished,No,No,No,No,11163331
1412,1425,6,6,1,3,11,Riverside,Unfurnished,Yes,No,No,No,11340700
1413,800,3,3,2,3,5,Downtown,Furnished,No,No,Yes,No,8165780
1414,4209,3,3,2,2,5,Lake View,Furnished,No,Yes,No,No,25874723
1415,3238,2,3,1,2,26,Hill View,Semi-Furnished,No,Yes,No,Yes,19569011
1416,4306,2,2,1,3,12,Riverside,Unfurnished,Yes,Yes,No,No,24922586
1417,1643,6,6,2,2,23,Lake View,Furnished,Yes,Yes,Yes,No,13723944
1418,3916,2,4,3,1,20,Hill View,Unfurnished,Yes,Yes,Yes,No,23626337
1419,3752,5,6,3,2,0,Hill View,Furnished,Yes,Yes,No,No,24293768
1420,3450,3,5,1,3,21,East Side,Unfurnished,No,Yes,No,No,20956960
1421,1403,2,3,1,2,11,Hill View,Furnished,No,No,Yes,No,10507356
1422,667,6,6,1,1,7,Lake View,Furnished,Yes,No,No,Yes,8289999
1423,3389,5,6,3,1,7,Riverside,Furnished,No,Yes,Yes,No,21919066
1424,4360,5,6,1,2,20,East Side,Semi-Furnished,Yes,Yes,No,Yes,26833491
1425,1086,1,2,3,1,1,Hill View,Unfurnished,No,Yes,Yes,No,8046068
